customer_id,customer_name,join_date,location
1161,Henry,2022-06-11,Seattle
1162,Nicholas,2022-06-12,Fort Worth
1163,Gabriella,2022-06-13,Louisville
1164,Grace,2022-06-14,Mesa
1165,Jason,2022-06-15,Minneapolis
1166,Jack,2022-06-16,Milwaukee
1167,Miles,2022-06-17,Louisville
1168,Skyler,2022-06-18,Omaha
1169,Mila,2022-06-19,San Jose
1170,Lucas,2022-06-20,Mesa
1171,Maeve,2022-06-21,Washington
1172,Roman,2022-06-22,Tampa
1173,Everly,2022-06-23,Austin
1174,Carter,2022-06-24,Portland
1175,Nora,2022-06-25,Miami
1176,Ethan,2022-06-26,Oakland
1177,Thomas,2022-06-27,Raleigh
1178,Ruby,2022-06-28,Seattle
1179,Freya,2022-06-29,Atlanta
1180,Charles,2022-06-30,Tucson
1181,Mia,2022-07-01,Milwaukee
1182,Nicholas,2022-07-02,Raleigh
1183,Ryan,2022-07-03,Long Beach
1184,Ella,2022-07-04,Omaha
1185,Nathan,2022-07-05,Columbus
1186,Jacob,2022-07-06,Louisville
1187,Sofia,2022-07-07,Seattle
1188,Ariana,2022-07-08,Washington
1189,Paisley,2022-07-09,Boston
1190,Kennedy,2022-07-10,Long Beach
1191,Owen,2022-07-11,Sacramento
1192,Amelia,2022-07-12,Washington
1193,Anna,2022-07-13,Sacramento
1194,Ian,2022-07-14,Albuquerque
1195,Miriam,2022-07-15,Omaha
1196,Adrian,2022-07-16,Philadelphia
1197,Benjamin,2022-07-17,Mesa
1198,Liliana,2022-07-18,New York
1199,Jack,2022-07-19,Fort Worth
1200,Gemma,2022-07-20,New Orleans
1201,Aaron,2022-07-21,Los Angeles
1202,James,2022-07-22,San Francisco
1203,Elijah,2022-07-23,Fresno
1204,Grace,2022-07-24,El Paso
1205,Lyla,2022-07-25,Jacksonville
1206,Blake,2022-07-26,Raleigh
1207,Gianna,2022-07-27,Dallas
1208,Jordan,2022-07-28,Miami
1209,Ariana,2022-07-29,Philadelphia
1210,Emery,2022-07-30,Arlington
1211,Hadley,2022-07-31,Miami
1212,Eli,2022-08-01,Oakland
1213,Austin,2022-08-02,Albuquerque
1214,Madeline,2022-08-03,Boston
1215,Harmony,2022-08-04,Austin
1216,Sawyer,2022-08-05,Denver
1217,Jade,2022-08-06,Houston
1218,Elena,2022-08-07,Kansas City
1219,Ethan,2022-08-08,Fresno
1220,Ian,2022-08-09,Tampa
1221,Naomi,2022-08-10,Jacksonville
1222,Stella,2022-08-11,Long Beach
1223,Serenity,2022-08-12,Miami
1224,Owen,2022-08-13,Seattle
1225,Lucas,2022-08-14,Oklahoma City
1226,Athena,2022-08-15,Fort Worth
1227,Landon,2022-08-16,Oklahoma City
1228,Emily,2022-08-17,New York
1229,Genesis,2022-08-18,Fort Worth
1230,Zachary,2022-08-19,Charlotte
1231,Thomas,2022-08-20,Omaha
1232,Alexander,2022-08-21,Columbus
1233,Jayden,2022-08-22,Nashville
1234,Greyson,2022-08-23,Las Vegas
1235,Mia,2022-08-24,Las Vegas
1236,Madison,2022-08-25,Denver
1237,Ezra,2022-08-26,Detroit
1238,James,2022-08-27,Denver
1239,Brayden,2022-08-28,Jacksonville
1240,Madison,2022-08-29,Long Beach
1241,Athena,2022-08-30,El Paso
1242,Angel,2022-08-31,Long Beach
1243,Lily,2022-09-01,Fort Worth
1244,Genesis,2022-09-02,Colorado Springs
1245,Hadley,2022-09-03,Fresno
1246,Gianna,2022-09-04,Oklahoma City
1247,Daniel,2022-09-05,Houston
1248,Alice,2022-09-06,New York
1249,Mackenzie,2022-09-07,Jacksonville
1250,Madilyn,2022-09-08,Tampa
1251,Skylar,2022-09-09,Kansas City
1252,Sawyer,2022-09-10,Seattle
1253,Elena,2022-09-11,Dallas
1254,Matthew,2022-09-12,San Francisco
1255,Reagan,2022-09-13,New York
1256,Skyler,2022-09-14,Colorado Springs
1257,Connor,2022-09-15,San Jose
1258,William,2022-09-16,Kansas City
1259,Peyton,2022-09-17,Fort Worth
1260,William,2022-09-18,Jacksonville
1261,Brayden,2022-09-19,Austin
1262,Isabella,2022-09-20,Fresno
1263,Carter,2022-09-21,Oklahoma City
1264,Wesley,2022-09-22,Mesa
1265,Bennett,2022-09-23,El Paso
1266,Caroline,2022-09-24,Oakland
1267,Hunter,2022-09-25,Memphis
1268,Lucas,2022-09-26,Columbus
1269,Zoe,2022-09-27,Columbus
1270,Wyatt,2022-09-28,Jacksonville
1271,Angel,2022-09-29,Tampa
1272,William,2022-09-30,Arlington
1273,Serenity,2022-10-01,Long Beach
1274,Lucy,2022-10-02,Charlotte
1275,Autumn,2022-10-03,Columbus
1276,Cole,2022-10-04,Phoenix
1277,Gabriella,2022-10-05,Columbus
1278,Liliana,2022-10-06,Nashville
1279,Zoey,2022-10-07,Fresno
1280,Brayden,2022-10-08,Seattle
1281,Roman,2022-10-09,Austin
1282,Isaiah,2022-10-10,Austin
1283,Georgia,2022-10-11,Atlanta
1284,Mackenzie,2022-10-12,Atlanta
1285,Adeline,2022-10-13,Tucson
1286,Madilyn,2022-10-14,Albuquerque
1287,Eliza,2022-10-15,Austin
1288,Silas,2022-10-16,Seattle
1289,Asher,2022-10-17,Dallas
1290,Christopher,2022-10-18,Indianapolis
1291,Emily,2022-10-19,San Francisco
1292,Nathan,2022-10-20,Jacksonville
1293,Brayden,2022-10-21,Oklahoma City
1294,David,2022-10-22,Kansas City
1295,Jason,2022-10-23,Memphis
1296,Freya,2022-10-24,Atlanta
1297,Eleanor,2022-10-25,Phoenix
1298,Zachary,2022-10-26,Jacksonville
1299,Oliver,2022-10-27,Fort Worth
1300,Madison,2022-10-28,Long Beach
1301,Autumn,2022-10-29,Chicago
1302,Aaron,2022-10-30,Baltimore
1303,Penelope,2022-10-31,Miami
1304,Xavier,2022-11-01,Detroit
1305,Thomas,2022-11-02,Fort Worth
1306,Jordan,2022-11-03,San Francisco
1307,Stella,2022-11-04,Atlanta
1308,Ariana,2022-11-05,Tampa
1309,Josiah,2022-11-06,Portland
1310,Madison,2022-11-07,Memphis
1311,Nora,2022-11-08,Atlanta
1312,Eliza,2022-11-09,Seattle
1313,Skylar,2022-11-10,San Diego
1314,Sawyer,2022-11-11,Tampa
1315,Leah,2022-11-12,Milwaukee
1316,Nova,2022-11-13,Mesa
1317,Zoe,2022-11-14,Memphis
1318,Nora,2022-11-15,San Jose
1319,Silas,2022-11-16,Indianapolis
1320,Dominic,2022-11-17,Raleigh
1321,Violet,2022-11-18,Louisville
1322,Jackson,2022-11-19,Colorado Springs
1323,Brayden,2022-11-20,Virginia Beach
1324,Ethan,2022-11-21,New York
1325,Gianna,2022-11-22,Tucson
1326,Evelyn,2022-11-23,Miami
1327,Greyson,2022-11-24,Indianapolis
1328,Jack,2022-11-25,Chicago
1329,Wesley,2022-11-26,Raleigh
1330,Abigail,2022-11-27,Dallas
1331,Roman,2022-11-28,San Francisco
1332,Angel,2022-11-29,Dallas
1333,Charlotte,2022-11-30,Jacksonville
1334,Christopher,2022-12-01,Columbus
1335,Ezra,2022-12-02,San Jose
1336,Kennedy,2022-12-03,Chicago
1337,Silas,2022-12-04,San Jose
1338,Zoe,2022-12-05,Philadelphia
1339,Zoey,2022-12-06,Long Beach
1340,Josiah,2022-12-07,Raleigh
1341,Savannah,2022-12-08,Omaha
1342,Joseph,2022-12-09,San Francisco
1343,Emily,2022-12-10,Oklahoma City
1344,Caleb,2022-12-11,Colorado Springs
1345,Aurora,2022-12-12,Louisville
1346,Damian,2022-12-13,Denver
1347,Nolan,2022-12-14,Dallas
1348,Serenity,2022-12-15,Long Beach
1349,Jayden,2022-12-16,Columbus
1350,Thomas,2022-12-17,Baltimore
1351,Sebastian,2022-12-18,Minneapolis
1352,Ethan,2022-12-19,New York
1353,Madilyn,2022-12-20,Indianapolis
1354,Aaron,2022-12-21,Columbus
1355,Everly,2022-12-22,New York
1356,Levi,2022-12-23,Austin
1357,Willow,2022-12-24,Tulsa
1358,Kylie,2022-12-25,Fresno
1359,Isaiah,2022-12-26,Mesa
1360,Ivy,2022-12-27,San Francisco
1361,Violet,2022-12-28,Sacramento
1362,Matthew,2022-12-29,Albuquerque
1363,Madison,2022-12-30,Indianapolis
1364,Anna,2022-12-31,Philadelphia
1365,Thomas,2022-01-01,Los Angeles
1366,Connor,2022-01-02,Columbus
1367,Mateo,2022-01-03,Tulsa
1368,Aiden,2022-01-04,Houston
1369,Brayden,2022-01-05,Tampa
1370,Willow,2022-01-06,San Antonio
1371,Ethan,2022-01-07,Baltimore
1372,Isabelle,2022-01-08,San Jose
1373,Avery,2022-01-09,San Francisco
1374,Charlotte,2022-01-10,Albuquerque
1375,Ella,2022-01-11,New York
1376,Parker,2022-01-12,Seattle
1377,Benjamin,2022-01-13,Kansas City
1378,Gabriel,2022-01-14,San Diego
1379,Freya,2022-01-15,Omaha
1380,Layla,2022-01-16,Tucson
1381,Paisley,2022-01-17,San Diego
1382,Parker,2022-01-18,Los Angeles
1383,Miles,2022-01-19,New Orleans
1384,Ella,2022-01-20,Houston
1385,Mateo,2022-01-21,Raleigh
1386,Aria,2022-01-22,New Orleans
1387,David,2022-01-23,Virginia Beach
1388,Jaxon,2022-01-24,Seattle
1389,Bennett,2022-01-25,Kansas City
1390,Reagan,2022-01-26,Virginia Beach
1391,Bennett,2022-01-27,Las Vegas
1392,Jackson,2022-01-28,Baltimore
1393,Ryan,2022-01-29,Baltimore
1394,Reagan,2022-01-30,Louisville
1395,Avery,2022-01-31,Phoenix
1396,Zachary,2022-02-01,Houston
1397,Aubree,2022-02-02,Austin
1398,Alexander,2022-02-03,San Antonio
1399,Wyatt,2022-02-04,Oakland
1400,Nicholas,2022-02-05,Fresno
1401,Christopher,2022-02-06,Seattle
1402,Oliver,2022-02-07,Baltimore
1403,Peyton,2022-02-08,Miami
1404,Josiah,2022-02-09,Detroit
1405,Caleb,2022-02-10,Houston
1406,Aria,2022-02-11,Nashville
1407,Grace,2022-02-12,Raleigh
1408,Landon,2022-02-13,Long Beach
1409,Bennett,2022-02-14,Mesa
1410,Cole,2022-02-15,Las Vegas
1411,Riley,2022-02-16,San Antonio
1412,Joseph,2022-02-17,New York
1413,Isabella,2022-02-18,El Paso
1414,Brody,2022-02-19,Memphis
1415,Jack,2022-02-20,Boston
1416,Isabelle,2022-02-21,Boston
1417,Lucas,2022-02-22,Raleigh
1418,Alexander,2022-02-23,Denver
1419,Athena,2022-02-24,Arlington
1420,Jason,2022-02-25,Los Angeles
1421,Bennett,2022-02-26,Minneapolis
1422,Harmony,2022-02-27,New Orleans
1423,Freya,2022-02-28,Louisville
1424,Jack,2022-03-01,Sacramento
1425,Henry,2022-03-02,Jacksonville
1426,Miriam,2022-03-03,Denver
1427,Ella,2022-03-04,Sacramento
1428,Tyler,2022-03-05,Atlanta
1429,Emery,2022-03-06,Sacramento
1430,Brody,2022-03-07,Philadelphia
1431,Ian,2022-03-08,Raleigh
1432,Alexander,2022-03-09,Mesa
1433,Violet,2022-03-10,Baltimore
1434,Kylie,2022-03-11,San Diego
1435,Sofia,2022-03-12,Dallas
1436,Sawyer,2022-03-13,Charlotte
1437,Brooklyn,2022-03-14,San Jose
1438,Joseph,2022-03-15,Baltimore
1439,Annabelle,2022-03-16,San Diego
1440,Micah,2022-03-17,Milwaukee
1441,Reagan,2022-03-18,Portland
1442,Eli,2022-03-19,San Diego
1443,Wyatt,2022-03-20,Nashville
1444,Cole,2022-03-21,Charlotte
1445,Eliza,2022-03-22,Oklahoma City
1446,Miriam,2022-03-23,Memphis
1447,Vincent,2022-03-24,Washington
1448,Hadley,2022-03-25,Washington
1449,Emery,2022-03-26,Fresno
1450,Alice,2022-03-27,Tampa
1451,Reagan,2022-03-28,Detroit
1452,Angel,2022-03-29,San Jose
1453,Ian,2022-03-30,Kansas City
1454,Freya,2022-03-31,Fort Worth
1455,Harmony,2022-04-01,Phoenix
1456,Sawyer,2022-04-02,Memphis
1457,Jacob,2022-04-03,Philadelphia
1458,Nathan,2022-04-04,Seattle
1459,Sebastian,2022-04-05,Tulsa
1460,Autumn,2022-04-06,San Francisco
1461,Grace,2022-04-07,Tucson
1462,Xavier,2022-04-08,Louisville
1463,Annabelle,2022-04-09,San Jose
1464,Eli,2022-04-10,Columbus
1465,Carter,2022-04-11,Charlotte
1466,Evelyn,2022-04-12,Austin
1467,Sebastian,2022-04-13,Fort Worth
1468,James,2022-04-14,Tampa
1469,Ian,2022-04-15,Atlanta
1470,Skyler,2022-04-16,Washington
1471,Caleb,2022-04-17,Jacksonville
1472,Logan,2022-04-18,Mesa
1473,Ethan,2022-04-19,San Francisco
1474,Gabriella,2022-04-20,Omaha
1475,Mila,2022-04-21,Denver
1476,Savannah,2022-04-22,Las Vegas
1477,Madison,2022-04-23,Washington
1478,Emery,2022-04-24,Fort Worth
1479,Serenity,2022-04-25,Miami
1480,Dominic,2022-04-26,Arlington
1481,Gianna,2022-04-27,New York
1482,Elijah,2022-04-28,Denver
1483,Peyton,2022-04-29,Charlotte
1484,Paisley,2022-04-30,Portland
1485,Leonardo,2022-05-01,Arlington
1486,Nicholas,2022-05-02,Los Angeles
1487,Isabelle,2022-05-03,Colorado Springs
1488,Elena,2022-05-04,Austin
1489,Georgia,2022-05-05,Tulsa
1490,Jacob,2022-05-06,Louisville
1491,Leah,2022-05-07,Arlington
1492,Greyson,2022-05-08,Tulsa
1493,Jacob,2022-05-09,Charlotte
1494,Genesis,2022-05-10,San Francisco
1495,Benjamin,2022-05-11,San Jose
1496,Asher,2022-05-12,Portland
1497,Harmony,2022-05-13,Sacramento
1498,Melanie,2022-05-14,Chicago
1499,Lucy,2022-05-15,San Diego
1500,Vincent,2022-05-16,Phoenix
1501,Zoey,2022-05-17,Nashville
1502,Dominic,2022-05-18,Jacksonville
1503,Daniel,2022-05-19,Mesa
1504,Stella,2022-05-20,New York
1505,Isabella,2022-05-21,Milwaukee
1506,Ivy,2022-05-22,Chicago
1507,Oliver,2022-05-23,Las Vegas
1508,Everett,2022-05-24,Columbus
1509,Ella,2022-05-25,Tulsa
1510,Aubree,2022-05-26,Fresno
1511,Eli,2022-05-27,Milwaukee
1512,Isabella,2022-05-28,Washington
1513,Penelope,2022-05-29,Detroit
1514,Alice,2022-05-30,Charlotte
1515,Evan,2022-05-31,San Francisco
1516,Lucy,2022-06-01,Columbus
1517,Ezra,2022-06-02,El Paso
1518,Brayden,2022-06-03,Detroit
1519,Harmony,2022-06-04,New Orleans
1520,Jacob,2022-06-05,Baltimore
1521,Ariana,2022-06-06,Fort Worth
1522,Charlotte,2022-06-07,Louisville
1523,Caleb,2022-06-08,New Orleans
1524,Hazel,2022-06-09,Tampa
1525,Isaac,2022-06-10,Long Beach
1526,Carter,2022-06-11,Jacksonville
1527,Serenity,2022-06-12,Seattle
1528,Evelyn,2022-06-13,Columbus
1529,Gianna,2022-06-14,Tampa
1530,Cameron,2022-06-15,Long Beach
1531,Micah,2022-06-16,Denver
1532,Jason,2022-06-17,Washington
1533,Mila,2022-06-18,Louisville
1534,Sebastian,2022-06-19,Jacksonville
1535,Eli,2022-06-20,Phoenix
1536,Charles,2022-06-21,Dallas
1537,Henry,2022-06-22,Charlotte
1538,Maeve,2022-06-23,New Orleans
1539,Victoria,2022-06-24,Raleigh
1540,Jordan,2022-06-25,Mesa
1541,Henry,2022-06-26,Memphis
1542,Landon,2022-06-27,New York
1543,Jayden,2022-06-28,Sacramento
1544,James,2022-06-29,Miami
1545,Austin,2022-06-30,Baltimore
1546,Isabella,2022-07-01,Chicago
1547,Aaron,2022-07-02,Charlotte
1548,Emily,2022-07-03,Phoenix
1549,Nova,2022-07-04,Minneapolis
1550,Zoey,2022-07-05,Las Vegas
1551,Sebastian,2022-07-06,El Paso
1552,Jordan,2022-07-07,San Diego
1553,Autumn,2022-07-08,Chicago
1554,Gianna,2022-07-09,Minneapolis
1555,Genesis,2022-07-10,Raleigh
1556,Bella,2022-07-11,Detroit
1557,Isaiah,2022-07-12,Sacramento
1558,Hazel,2022-07-13,Baltimore
1559,Miriam,2022-07-14,San Antonio
1560,Autumn,2022-07-15,Minneapolis
1561,Georgia,2022-07-16,Oakland
1562,Jackson,2022-07-17,Long Beach
1563,Ezekiel,2022-07-18,Baltimore
1564,Isabelle,2022-07-19,Chicago
1565,Declan,2022-07-20,Virginia Beach
1566,Grace,2022-07-21,Tucson
1567,Mackenzie,2022-07-22,Fresno
1568,Carolina,2022-07-23,Minneapolis
1569,Miriam,2022-07-24,Arlington
1570,Daniel,2022-07-25,Albuquerque
1571,Matthew,2022-07-26,Atlanta
1572,Austin,2022-07-27,Atlanta
1573,Landon,2022-07-28,Raleigh
1574,Caleb,2022-07-29,Albuquerque
1575,Amelia,2022-07-30,Louisville
1576,Avery,2022-07-31,New Orleans
1577,Thomas,2022-08-01,Miami
1578,Addison,2022-08-02,Atlanta
1579,Benjamin,2022-08-03,San Jose
1580,Landon,2022-08-04,Louisville
1581,Lucas,2022-08-05,San Jose
1582,Amelia,2022-08-06,San Antonio
1583,Samuel,2022-08-07,Dallas
1584,Cole,2022-08-08,Portland
1585,Grayson,2022-08-09,San Jose
1586,Harmony,2022-08-10,Miami
1587,Evan,2022-08-11,New York
1588,Emery,2022-08-12,Sacramento
1589,Freya,2022-08-13,Arlington
1590,Levi,2022-08-14,Chicago
1591,Violet,2022-08-15,New Orleans
1592,Josiah,2022-08-16,Austin
1593,Sebastian,2022-08-17,Fort Worth
1594,Brayden,2022-08-18,San Antonio
1595,Bennett,2022-08-19,Atlanta
1596,Brayden,2022-08-20,Detroit
1597,Emily,2022-08-21,Albuquerque
1598,Melanie,2022-08-22,Sacramento
1599,Ezekiel,2022-08-23,El Paso
1600,Bennett,2022-08-24,Albuquerque
1601,Jackson,2022-08-25,Milwaukee
1602,Claire,2022-08-26,Kansas City
1603,David,2022-08-27,Milwaukee
1604,Connor,2022-08-28,San Jose
1605,Isaiah,2022-08-29,Sacramento
1606,Blake,2022-08-30,Philadelphia
1607,Noah,2022-08-31,Oakland
1608,Ezekiel,2022-09-01,Jacksonville
1609,Dominic,2022-09-02,Miami
1610,Parker,2022-09-03,Milwaukee
1611,Emery,2022-09-04,Denver
1612,Aurora,2022-09-05,Nashville
1613,Roman,2022-09-06,Oakland
1614,Rose,2022-09-07,San Francisco
1615,Freya,2022-09-08,Fresno
1616,Ruby,2022-09-09,Louisville
1617,Sawyer,2022-09-10,Colorado Springs
1618,Lincoln,2022-09-11,Nashville
1619,Zoe,2022-09-12,Sacramento
1620,Aiden,2022-09-13,San Jose
1621,Aria,2022-09-14,Columbus
1622,Matthew,2022-09-15,Chicago
1623,Henry,2022-09-16,Chicago
1624,Aaron,2022-09-17,Louisville
1625,Naomi,2022-09-18,Tampa
1626,Benjamin,2022-09-19,Tampa
1627,Harrison,2022-09-20,Charlotte
1628,Vivian,2022-09-21,San Antonio
1629,Parker,2022-09-22,Austin
1630,Harper,2022-09-23,Los Angeles
1631,Harper,2022-09-24,New York
1632,Lily,2022-09-25,Louisville
1633,Bennett,2022-09-26,Houston
1634,Jacob,2022-09-27,Louisville
1635,Alexander,2022-09-28,Minneapolis
1636,Gianna,2022-09-29,Fresno
1637,Ella,2022-09-30,Jacksonville
1638,Xavier,2022-10-01,New Orleans
1639,Oliver,2022-10-02,Jacksonville
1640,Maya,2022-10-03,San Jose
1641,Nathan,2022-10-04,Oakland
1642,Nathaniel,2022-10-05,San Jose
1643,Bella,2022-10-06,Chicago
1644,Connor,2022-10-07,Arlington
1645,Autumn,2022-10-08,Minneapolis
1646,Rose,2022-10-09,Tucson
1647,Isaiah,2022-10-10,Detroit
1648,Liliana,2022-10-11,Colorado Springs
1649,Anna,2022-10-12,El Paso
1650,Noah,2022-10-13,Seattle
1651,Madilyn,2022-10-14,Kansas City
1652,Hunter,2022-10-15,Baltimore
1653,Noah,2022-10-16,Nashville
1654,Madeline,2022-10-17,Austin
1655,Ivy,2022-10-18,Fresno
1656,Madilyn,2022-10-19,Denver
1657,Micah,2022-10-20,Dallas
1658,Mateo,2022-10-21,Chicago
1659,Ivy,2022-10-22,Atlanta
1660,Owen,2022-10-23,Houston
1661,Austin,2022-10-24,Baltimore
1662,Peyton,2022-10-25,New Orleans
1663,Sebastian,2022-10-26,Jacksonville
1664,Ezekiel,2022-10-27,Mesa
1665,Skylar,2022-10-28,New Orleans
1666,Scarlett,2022-10-29,Kansas City
1667,Bennett,2022-10-30,Houston
1668,Ryan,2022-10-31,San Antonio
1669,Anna,2022-11-01,Milwaukee
1670,Claire,2022-11-02,New York
1671,Miriam,2022-11-03,Houston
1672,Penelope,2022-11-04,Baltimore
1673,Charles,2022-11-05,Houston
1674,Jackson,2022-11-06,Oklahoma City
1675,Damian,2022-11-07,Omaha
1676,Rose,2022-11-08,Tulsa
1677,Michael,2022-11-09,Fresno
1678,Henry,2022-11-10,Tulsa
1679,Silas,2022-11-11,San Diego
1680,Brooklyn,2022-11-12,New York
1681,Henry,2022-11-13,Fort Worth
1682,Alexander,2022-11-14,Columbus
1683,David,2022-11-15,Memphis
1684,Lucas,2022-11-16,El Paso
1685,Landon,2022-11-17,Indianapolis
1686,Natalie,2022-11-18,Albuquerque
1687,Charlotte,2022-11-19,Tulsa
1688,Naomi,2022-11-20,Long Beach
1689,Charlotte,2022-11-21,Miami
